genesymbol,seqname,start,end
ENSG00000285794,chr1,22030527,22030748
CDC42-IT1,chr1,22059197,22064199
MPHOSPH6P1,chr1,22068340,22068827
WNT4,chr1,22117313,22143969
ENSG00000285873,chr1,22142850,22157401
MIR4418,chr1,22266239,22266300
PPIAP34,chr1,22322840,22323331
ENSG00000279625,chr1,22364630,22366482
ZBTB40,chr1,22428838,22531157
ZBTB40-IT1,chr1,22517474,22519708
EPHA8,chr1,22563489,22603595
MIR6127,chr1,22633258,22633366
C1QA,chr1,22636628,22639678
C1QC,chr1,22643633,22648110
C1QB,chr1,22652762,22661637
EPHB2,chr1,22710839,22921500
MIR4684,chr1,22719517,22719598
ENSG00000225952,chr1,22835713,22836849
MIR4253,chr1,22863159,22863226
LACTBL1,chr1,22953043,22965338
TEX46,chr1,23010834,23019100
KDM1A,chr1,23019443,23083689
ENSG00000240553,chr1,23020147,23088058
MIR3115,chr1,23044305,23044372
ENSG00000266802,chr1,23057858,23057934
LUZP1,chr1,23084030,23177808
ENSG00000229010,chr1,23140325,23141142
RNU6-514P,chr1,23162704,23162810
RNU6-135P,chr1,23163953,23164053
ENSG00000289014,chr1,23167098,23167889
HTR1D,chr1,23191895,23217502
ENSG00000215381,chr1,23244765,23245224
LINC01355,chr1,23281307,23287488
ENSG00000284726,chr1,23297797,23302866
HNRNPR,chr1,23303771,23344336
ZNF436,chr1,23359448,23369836
ZNF436-AS1,chr1,23368949,23371839
Y_RNA,chr1,23370254,23370346
ENSG00000271420,chr1,23378380,23379029
TCEA3,chr1,23380909,23424748
ENSG00000232482,chr1,23410832,23412146
ASAP3,chr1,23428563,23484568
E2F2,chr1,23506438,23531233
ENSG00000235052,chr1,23549139,23550915
ID3,chr1,23557926,23559501
ENSG00000285802,chr1,23576436,23593621
MDS2,chr1,23581495,23640568
ENSG00000229239,chr1,23670294,23680259
RPL11,chr1,23691742,23696835
ELOA-AS1,chr1,23706901,23778325
ELOA,chr1,23743448,23762059
PITHD1,chr1,23778418,23788232
LYPLA2,chr1,23791145,23795539
GALE,chr1,23795599,23800781
HMGCL,chr1,23801885,23838620
FUCA1,chr1,23845077,23868290
CNR2,chr1,23870515,23913362
BTBD6P1,chr1,23901471,23902737
ENSG00000232557,chr1,23907111,23907885
MIR378F,chr1,23929070,23929147
H3P1,chr1,23949016,23949383
PNRC2,chr1,23956839,23963462
SRSF10,chr1,23964347,23980927
ENSG00000215905,chr1,24007881,24008519
ENSG00000225315,chr1,24040835,24086799
MYOM3,chr1,24056035,24112135
MYOM3-AS1,chr1,24066774,24083565
IL22RA1,chr1,24119771,24143140
IFNLR1,chr1,24154168,24187959
GRHL3,chr1,24199558,24364482
LINC02800,chr1,24200240,24211693
GRHL3-AS1,chr1,24307556,24321901
STPG1,chr1,24356999,24416934
NIPAL3,chr1,24415802,24472976
ENSG00000288982,chr1,24476362,24476739
RCAN3AS,chr1,24496254,24535400
RCAN3,chr1,24502351,24541040
NCMAP-DT,chr1,24538802,24556024
NCMAP,chr1,24556087,24609328
ENSG00000227312,chr1,24563627,24563974
Y_RNA,chr1,24625411,24625513
SRRM1,chr1,24631716,24673281
ENSG00000284699,chr1,24704894,24717596
CLIC4,chr1,24745382,24844321
RNU6-1208P,chr1,24777873,24777979
RUNX3,chr1,24899511,24965121
MIR6731,chr1,24919345,24919416
RUNX3-AS1,chr1,24961345,24963097
ENSG00000261025,chr1,24968423,24970865
MIR4425,chr1,25023503,25023586
LINC02793,chr1,25041136,25047404
ENSG00000233755,chr1,25043707,25113120
IFITM3P7,chr1,25125053,25125454
ENSG00000231953,chr1,25208139,25209437
SYF2,chr1,25222276,25232502
ENSG00000284602,chr1,25232586,25234775
ENSG00000284657,chr1,25239494,25240253
RSRP1,chr1,25242249,25338213
ENSG00000272432,chr1,25247837,25248321
ENSG00000261349,chr1,25266102,25267136
RHD,chr1,25272393,25330445
SDHDP6,chr1,25294164,25294643
ENSG00000259984,chr1,25336429,25337465
TMEM50A,chr1,25338317,25362361
RHCE,chr1,25362249,25430192
ENSG00000238084,chr1,25398721,25399198
MACO1,chr1,25430858,25500209
LDLRAP1,chr1,25543606,25568886
ENSG00000225643,chr1,25581478,25590356
MAN1C1,chr1,25616791,25786206
ENSG00000233478,chr1,25644544,25659111
SELENON,chr1,25800193,25818221
ENSG00000255054,chr1,25811470,25823744
ENSG00000228172,chr1,25816749,25820797
MTFR1L,chr1,25818640,25832942
ENSG00000272478,chr1,25831913,25832134
AUNIP,chr1,25831913,25859458
ENSG00000236528,chr1,25859580,25863420
PAQR7,chr1,25861484,25875708
Y_RNA,chr1,25877496,25877605
STMN1,chr1,25884181,25906991
SNRPFP2,chr1,25887360,25887610
ENSG00000223624,chr1,25888970,25889109
MIR3917,chr1,25906362,25906454
PAFAH2,chr1,25959767,25998117
RNU6-110P,chr1,25964197,25964300
ENSG00000252190,chr1,26006006,26006130
ENSG00000252691,chr1,26006216,26006299
EXTL1,chr1,26019884,26036464
SLC30A2,chr1,26037252,26046118
ENSG00000284309,chr1,26046665,26049099
TRIM63,chr1,26051301,26068436
PDIK1L,chr1,26111165,26125555
FAM110D,chr1,26159079,26163962
C1orf232,chr1,26164101,26168963
ZNF593OS,chr1,26169516,26171831
ZNF593,chr1,26169908,26170873
CNKSR1,chr1,26177484,26189884
CATSPER4,chr1,26190561,26202968
ZPLD2P,chr1,26209741,26229844
ENSG00000278572,chr1,26218581,26220476
CEP85,chr1,26234200,26278808
ENSG00000270733,chr1,26263041,26263398
SH3BGRL3,chr1,26280086,26281522
UBXN11,chr1,26281328,26318363
CD52,chr1,26317958,26320523
CRYBG2,chr1,26321698,26360080
ENSG00000225854,chr1,26326688,26327033
ZNF683,chr1,26361634,26374522
LIN28A,chr1,26410817,26429728
DHDDS,chr1,26432282,26471306
ENSG00000223583,chr1,26454653,26455187
DHDDS-AS1,chr1,26462756,26468014
HMGN2,chr1,26472440,26476642
DPPA2P2,chr1,26519354,26520250
RPS6KA1,chr1,26529761,26575030
MIR1976,chr1,26554542,26554593
RN7SL679P,chr1,26593243,26593546
Y_RNA,chr1,26593940,26594041
RNU7-29P,chr1,26602369,26602432
ENSG00000289452,chr1,26620707,26620910
ENSG00000229247,chr1,26640377,26640614
ENSG00000238316,chr1,26642286,26642389
ENSG00000235069,chr1,26647447,26647681
ENSG00000260063,chr1,26692132,26694131
ARID1A,chr1,26693236,26782104
PIGV,chr1,26787054,26800659
RN7SL165P,chr1,26814822,26815112
ENSG00000287810,chr1,26817300,26817476
ZDHHC18,chr1,26826688,26857604
SFN,chr1,26863149,26864456
GPN2,chr1,26876132,26890283
ENSG00000226698,chr1,26876133,26878245
ENSG00000289554,chr1,26881109,26882235
GPATCH3,chr1,26890488,26900467
NUDC,chr1,26900238,26946871
NR0B2,chr1,26911489,26913975
KDF1,chr1,26949562,26960468
RPL12P13,chr1,26980165,26980975
RPL32P6,chr1,26983628,26984024
OSTCP2,chr1,26985897,26986340
TRNP1,chr1,26993692,27000886
TENT5B,chr1,27005020,27012850
SLC9A1,chr1,27098809,27166981
ENSG00000229985,chr1,27176751,27177277
CHCHD3P3,chr1,27200834,27201473
NPM1P39,chr1,27206930,27207796
SNRPEP7,chr1,27211265,27211484
ENSG00000224311,chr1,27229106,27234352
WDTC1,chr1,27234632,27308636
Y_RNA,chr1,27255464,27255567
ENSG00000243659,chr1,27311240,27311838
TMEM222,chr1,27322145,27336400
RNU6-48P,chr1,27325219,27325325
ACTG1P20,chr1,27325329,27325796
SYTL1,chr1,27342020,27353937
MAP3K6,chr1,27354067,27366961
FCN3,chr1,27369110,27374824
CD164L2,chr1,27379176,27383333
ENSG00000231207,chr1,27389468,27390145
GPR3,chr1,27392622,27395814
WASF2,chr1,27404230,27490167
ENSG00000241169,chr1,27457198,27459582
ENSG00000237429,chr1,27525805,27530561
AHDC1,chr1,27534035,27604431
FGR,chr1,27612064,27635185
ENSG00000235912,chr1,27649419,27649610
LINC02574,chr1,27660328,27666279
IFI6,chr1,27666064,27672212
ENSG00000225886,chr1,27669468,27703063
RNU6-949P,chr1,27675603,27675709
CHMP1AP1,chr1,27686810,27687471
RNU6-424P,chr1,27693731,27693835
ENSG00000287244,chr1,27724822,27725756
FAM76A,chr1,27725961,27763116
ENSG00000231344,chr1,27739091,27739439
RPEP3,chr1,27739954,27740629
STX12,chr1,27773219,27824443
ENSG00000269971,chr1,27773858,27774041
ENSG00000270031,chr1,27819983,27820341
RNU6-1245P,chr1,27824538,27824643
ENSG00000286433,chr1,27827812,27831209
PPP1R8,chr1,27830782,27851676
SCARNA1,chr1,27834401,27834566
THEMIS2,chr1,27872543,27886685
RPA2,chr1,27891524,27914746
SMPDL3B,chr1,27935000,27959157
ENSG00000227050,chr1,27938875,27960193
XKR8,chr1,27959588,27968093
EYA3,chr1,27970344,28088637
ENSG00000238231,chr1,27990158,27990524
RN7SL559P,chr1,28031884,28032180
SPCS2P4,chr1,28095742,28096422
ENSG00000228943,chr1,28109739,28110298
ENSG00000289576,chr1,28116812,28126939
ENSG00000214812,chr1,28120449,28121321
RNU6-176P,chr1,28142737,28142841
PTAFR,chr1,28147166,28193936
DNAJC8,chr1,28199456,28233029
ATP5IF1,chr1,28236109,28246906
ENSG00000270605,chr1,28239509,28241453
ENSG00000271398,chr1,28247144,28247568
SESN2,chr1,28259518,28282491
MED18,chr1,28329002,28335965
PHACTR4,chr1,28369582,28500364
Y_RNA,chr1,28422555,28422655
ENSG00000229820,chr1,28453541,28453934
RNU6ATAC27P,chr1,28481362,28481480
RCC1,chr1,28505943,28539300
SNHG3,chr1,28505980,28510892
SNORA73A,chr1,28507366,28507571
SNORA73B,chr1,28508559,28508762
PRDX3P2,chr1,28526318,28527227
ENSG00000279443,chr1,28544460,28546542
TRNAU1AP,chr1,28553085,28578545
SNHG12,chr1,28578538,28583132
SNORD99,chr1,28578749,28578822
SNORA61,chr1,28579764,28579893
SNORA44,chr1,28580381,28580512
SNORA16A,chr1,28580920,28581054
SNORA16A,chr1,28580920,28581056
TAF12,chr1,28587829,28648291
RAB42,chr1,28592200,28595449
LINC01715,chr1,28643228,28648581
ENSG00000270103,chr1,28648600,28648730
RNU11,chr1,28648600,28648733
GMEB1,chr1,28668778,28719353
ENSG00000252777,chr1,28689665,28689794
ENSG00000289291,chr1,28736044,28737670
YTHDF2,chr1,28736621,28769775
OPRD1,chr1,28812170,28871267
ENSG00000233427,chr1,28870483,28877336
Y_RNA,chr1,28881726,28881835
EPB41,chr1,28887091,29120046
ENSG00000225616,chr1,28982278,28982608
Y_RNA,chr1,28985710,28985810
Metazoa_SRP,chr1,29041199,29041480
TMEM200B,chr1,29119429,29123903
ENSG00000225750,chr1,29144494,29146994
SRSF4,chr1,29147743,29181900
ENSG00000277916,chr1,29171285,29171453
MECR,chr1,29192657,29230942
ENSG00000237934,chr1,29223933,29224816
PTPRU,chr1,29236516,29326813
LINC01756,chr1,29329620,29350114
ENSG00000225011,chr1,29488193,29496893
ENSG00000228176,chr1,29708851,29709547
ENSG00000284676,chr1,29755175,29790597
ENSG00000270927,chr1,29904865,29905357
LINC01648,chr1,30013952,30037612
ENSG00000233372,chr1,30140263,30141607
ENSG00000231251,chr1,30226523,30226615
ENSG00000236335,chr1,30409560,30411638
ENSG00000231949,chr1,30415825,30421108
MATN1,chr1,30711277,30723585
MATN1-AS1,chr1,30718504,30726827
ENSG00000287510,chr1,30731693,30733427
LAPTM5,chr1,30732469,30757774
MIR4420,chr1,30739156,30739232
ENSG00000229607,chr1,30810378,30815553
LINC01778,chr1,30824217,30834864
RN7SKP91,chr1,30843823,30844110
ENSG00000235143,chr1,30858158,30860254
SDC3,chr1,30869466,30908758
RN7SL371P,chr1,30918469,30918735
PUM1,chr1,30931506,31065991
ENSG00000237329,chr1,31036734,31037240
ENSG00000232768,chr1,31050872,31051034
SELENOWP1,chr1,31094987,31095558
ENSG00000225142,chr1,31108188,31108623
NKAIN1,chr1,31179745,31239887
SNRNP40,chr1,31259568,31296788
ENSG00000229447,chr1,31263245,31263681
ZCCHC17,chr1,31296982,31364953
ENSG00000229044,chr1,31333067,31346799
FABP3,chr1,31365253,31376850
SERINC2,chr1,31409565,31434680
ENSG00000215899,chr1,31487589,31488930
RNU6-40P,chr1,31497577,31497683
LDC1P,chr1,31500085,31509648
Y_RNA,chr1,31503631,31503744
LINC01226,chr1,31506226,31583306
ENSG00000229167,chr1,31571585,31577898
TINAGL1,chr1,31576485,31587686
HCRTR1,chr1,31617686,31632518
PEF1,chr1,31629866,31644896
PEF1-AS1,chr1,31644049,31660162
ENSG00000264078,chr1,31644694,31649371
COL16A1,chr1,31652263,31704319
ADGRB2,chr1,31727117,31764893
MIR4254,chr1,31758660,31758735
ENSG00000254545,chr1,31789130,31791322
SPOCD1,chr1,31790422,31816022
ENSG00000203620,chr1,31842019,31855568
ENSG00000269967,chr1,31851913,31921841
PTP4A2,chr1,31906421,31944856
ENSG00000288678,chr1,31919563,31919628
ENSG00000228634,chr1,31933020,31933975
ENSG00000284702,chr1,31972189,31987034
KHDRBS1,chr1,32013868,32060850
ENSG00000203325,chr1,32052291,32073474
TMEM39B,chr1,32072031,32102866
MIR5585,chr1,32086949,32087007
Metazoa_SRP,chr1,32087523,32087813
KPNA6,chr1,32108056,32176563
ENSG00000250135,chr1,32170733,32176568
TXLNA,chr1,32179675,32198285
CCDC28B,chr1,32200595,32205453
ENSG00000224066,chr1,32204769,32206814
IQCC,chr1,32205671,32208682
DCDC2B,chr1,32209089,32216192
TMEM234,chr1,32214472,32222359
EIF3I,chr1,32221077,32245397
MTMR9LP,chr1,32231656,32241710
FAM167B,chr1,32247222,32248856
LCK,chr1,32251239,32286165
Metazoa_SRP,chr1,32269338,32269597
Y_RNA,chr1,32286452,32286561
HDAC1,chr1,32292083,32333635
MARCKSL1,chr1,32333839,32336233
ENSG00000233775,chr1,32349194,32350663
TSSK3,chr1,32351521,32364312
FAM229A,chr1,32361270,32364278
BSDC1,chr1,32364633,32394731
GAPDHP20,chr1,32402109,32403115
ENSG00000270850,chr1,32421979,32422319
LRRC37A12P,chr1,32423214,32426789
RN7SL122P,chr1,32457835,32458135
ENSG00000254553,chr1,32465057,32600792
ZBTB8B,chr1,32465072,32496686
ZBTB8A,chr1,32539427,32605941
ZBTB8OS,chr1,32600172,32650903
Y_RNA,chr1,32639951,32640052
RBBP4,chr1,32651142,32686211
SYNC,chr1,32679906,32703596
ENSG00000224409,chr1,32717734,32725237
KIAA1522,chr1,32741830,32774970
YARS1,chr1,32775237,32817380
S100PBP,chr1,32816767,32858875
FNDC5,chr1,32862268,32872482
HPCA,chr1,32885994,32898441
TMEM54,chr1,32894594,32901438
ENSG00000287691,chr1,32925454,32951638
RNF19B,chr1,32936445,32964809
ENSG00000278966,chr1,32973553,32974463
ENSG00000217644,chr1,32979947,32980472
ENSG00000239670,chr1,32986952,32988233
ENSG00000236065,chr1,32987075,33032469
AK2,chr1,33007940,33080996
Metazoa_SRP,chr1,33029232,33029576
AZIN2,chr1,33081104,33123492
ENSG00000278997,chr1,33141871,33143230
TRIM62,chr1,33145399,33182059
ENSG00000279179,chr1,33162851,33166298
ENSG00000284721,chr1,33194788,33200353
ZNF362,chr1,33256492,33300719
ENSG00000270115,chr1,33261212,33261680
A3GALT2,chr1,33306766,33321098
ENSG00000225313,chr1,33307348,33349245
PHC2,chr1,33323623,33431095
MIR3605,chr1,33332393,33332492
RN7SKP16,chr1,33336566,33336864
PHC2-AS1,chr1,33350352,33363245
TLR12P,chr1,33466249,33468954
ZSCAN20,chr1,33472645,33501643
ENSG00000235907,chr1,33512008,33512743
CSMD2,chr1,33513998,34165842
HSPD1P14,chr1,33838523,33840140
HMGB4,chr1,33860475,33864791
CSMD2-AS1,chr1,33868953,33893726
RNA5SP42,chr1,34112949,34113063
C1orf94,chr1,34166883,34219131
ENSG00000270241,chr1,34276859,34277292
ENSG00000287703,chr1,34640157,34685732
MIR552,chr1,34669599,34669694
SMIM12,chr1,34712737,34859755
GJB5,chr1,34755047,34758512
GJB4,chr1,34759740,34762327
ENSG00000255811,chr1,34761426,34788097
GJB3,chr1,34781214,34786369
GJA4,chr1,34792999,34795747
ENSG00000230163,chr1,34850694,34851555
DLGAP3,chr1,34865436,34929650
ENSG00000284773,chr1,34974356,34985313
GPR199P,chr1,34975699,34978706
ENSG00000271741,chr1,34981533,35031741
TMEM35B,chr1,34981535,34985353
ZMYM6,chr1,34986165,35031945
ZMYM1,chr1,35032172,35115859
RPL12P45,chr1,35053468,35059271
EFCAB14P1,chr1,35122022,35122484
ENSG00000284640,chr1,35141515,35146435
SFPQ,chr1,35176378,35193145
Y_RNA,chr1,35195969,35196062
ZMYM4,chr1,35268709,35422058
RN7SL503P,chr1,35292196,35292498
SNORA62,chr1,35310274,35310425
RPL5P4,chr1,35350722,35351607
ZMYM4-AS1,chr1,35358822,35366077
Metazoa_SRP,chr1,35399997,35400319
KIAA0319L,chr1,35433492,35557950
ENSG00000236274,chr1,35509742,35511438
NCDN,chr1,35557473,35567274
TFAP2E-AS1,chr1,35569807,35577771
TFAP2E,chr1,35573314,35595328
PSMB2,chr1,35599541,35641526
C1orf216,chr1,35713877,35718894
CLSPN,chr1,35720218,35769978
ENSG00000232335,chr1,35739389,35743576
AGO4,chr1,35808016,35857890
AGO1,chr1,35869808,35930532
CFAP97P1,chr1,35873270,35873752
ENSG00000286899,chr1,35908980,35910872
ENSG00000271914,chr1,35929720,35930115
AGO3,chr1,35930718,36072500
ENSG00000271554,chr1,35992109,36013630
ENSG00000232862,chr1,36080066,36084026
TEKT2,chr1,36084094,36088275
ADPRS,chr1,36088892,36093932
COL8A2,chr1,36095239,36125222
TRAPPC3,chr1,36136570,36156053
MAP7D1,chr1,36155579,36180849
RN7SL131P,chr1,36191915,36192170
THRAP3,chr1,36224432,36305357
UBE2V2P4,chr1,36241898,36242156
SH3D21,chr1,36306368,36329340
EVA1B,chr1,36322030,36324154
ENSG00000286379,chr1,36329630,36335406
STK40,chr1,36339624,36385924
LSM10,chr1,36391238,36397908
RNU4-27P,chr1,36402721,36402859
OSCP1,chr1,36415827,36450451
SNORA63C,chr1,36418450,36418578
MRPS15,chr1,36455718,36464384
CSF3R,chr1,36466043,36483278
FTLP18,chr1,36630335,36630857
ENSG00000284705,chr1,36703953,36710582
ENSG00000284720,chr1,36768122,36769725
ENSG00000234481,chr1,36769812,36775768
GRIK3,chr1,36795527,37034515
ENSG00000284650,chr1,37133489,37136146
ENSG00000223944,chr1,37154761,37325100
MIR4255,chr1,37161563,37161634
RNU6-636P,chr1,37203610,37203716
RNA5SP43,chr1,37264677,37264786
RPS29P6,chr1,37330852,37330996
LINC01137,chr1,37350934,37474432
ZC3H12A,chr1,37474580,37484377
MIR6732,chr1,37480230,37480289
MEAF6,chr1,37489993,37514766
MIR5581,chr1,37500935,37500994
SNIP1,chr1,37534449,37554293
FTH1P1,chr1,37544763,37545294
ENSG00000237749,chr1,37556247,37556499
DNALI1,chr1,37556919,37566857
GNL2,chr1,37566816,37595937
ENSG00000284748,chr1,37596126,37607336
RSPO1,chr1,37611350,37634892
C1orf109,chr1,37681570,37692249
CDCA8,chr1,37692481,37709719
EPHA10,chr1,37713880,37765133
Y_RNA,chr1,37737955,37738054
ACTN4P2,chr1,37776670,37779418
ENSG00000227416,chr1,37782457,37782885
MANEAL,chr1,37793847,37801137
ENSG00000233728,chr1,37799720,37800879
YRDC,chr1,37802945,37808208
C1orf122,chr1,37806979,37809454
MTF1,chr1,37809574,37859592
ENSG00000235673,chr1,37840986,37841676
ENSG00000230955,chr1,37860697,37861580
INPP5B,chr1,37860697,37947057
SNORA63,chr1,37884237,37884317
RNU6-584P,chr1,37885023,37885117
Metazoa_SRP,chr1,37953508,37953780
SF3A3,chr1,37956975,37990075
RNU6-510P,chr1,37991462,37991569
FHL3,chr1,37996770,38005606
UTP11,chr1,38009258,38024820
POU3F1,chr1,38043829,38046793
MIR3659HG,chr1,38047314,38119025
ENSG00000223589,chr1,38080572,38080911
MIR3659,chr1,38089231,38089329
LINC02786,chr1,38129464,38140593
ENSG00000286552,chr1,38149544,38162545
ENSG00000287987,chr1,38193619,38210340
LINC01343,chr1,38209034,38214806
ENSG00000275350,chr1,38383838,38384422
RNU6-753P,chr1,38396659,38396765
LINC01685,chr1,38474825,38516520
HSPA5P1,chr1,38708931,38710890
ENSG00000284632,chr1,38754216,38815979
RRAGC,chr1,38838198,38859772
ENSG00000273637,chr1,38839333,38874494
ENSG00000228436,chr1,38859912,38965038
MYCBP,chr1,38862493,38873368
ENSG00000274944,chr1,38864501,38881617
GJA9,chr1,38874069,38881587
RHBDL2,chr1,38885807,38941830
RNU6-605P,chr1,38926870,38926977
Y_RNA,chr1,38950825,38950925
EIF1P2,chr1,38958275,38958925
AKIRIN1,chr1,38991276,39006059
NDUFS5,chr1,39026318,39034636
MACF1,chr1,39081316,39487177
RNU6-608P,chr1,39120940,39121043
RNA5SP44,chr1,39154164,39154296
ENSG00000287422,chr1,39226670,39238620
ENSG00000226438,chr1,39249838,39257649
HSPE1P8,chr1,39304294,39304898
BMP8A,chr1,39491636,39529869
OXCT2P1,chr1,39514956,39516490
PPIEL,chr1,39522280,39559698
PABPC4,chr1,39560709,39576790
PABPC4-AS1,chr1,39565052,39573860
SNORA55,chr1,39567374,39567508
HEYL,chr1,39623435,39639643
ENSG00000225903,chr1,39633416,39633903
NT5C1A,chr1,39651229,39672107
HPCAL4,chr1,39678648,39691485
PPIE,chr1,39692182,39763914
ENSG00000225333,chr1,39718028,39718595
RNU7-121P,chr1,39723566,39723627
BMP8B,chr1,39757182,39788865
OXCT2,chr1,39769523,39771348
BMP8B-AS1,chr1,39779969,39781418
ENSG00000261798,chr1,39788976,39790171
ENSG00000229213,chr1,39795843,39795996
ENSG00000284719,chr1,39799419,39809450
LINC02811,chr1,39801414,39817460
TRIT1,chr1,39838110,39883511
Y_RNA,chr1,39881566,39881678
MYCL,chr1,39895426,39902256
MYCL-AS1,chr1,39897745,39899098
Y_RNA,chr1,39944890,39944998
MFSD2A,chr1,39955112,39969968
ENSG00000228477,chr1,39962680,39963404
CAP1,chr1,40040233,40072649
PPT1,chr1,40072710,40097260
OAZ1P1,chr1,40132764,40133448
RLF,chr1,40161387,40240921
RNU6-1237P,chr1,40177843,40177949
TMCO2,chr1,40245947,40251684
ZMPSTE24-DT,chr1,40256427,40257967
ZMPSTE24,chr1,40258041,40294180
ENSG00000231296,chr1,40262672,40262984
COL9A2,chr1,40300489,40317813
ENSG00000227311,chr1,40333078,40333557
SMAP2,chr1,40344850,40423326
ENSG00000213172,chr1,40364766,40365183
ENSG00000284677,chr1,40436199,40450039
ZFP69B,chr1,40450102,40463718
ENSG00000260920,chr1,40464319,40466767
ENSG00000279667,chr1,40473055,40474059
ZFP69,chr1,40477290,40496343
ENSG00000238287,chr1,40493157,40508661
EXO5,chr1,40508741,40516038
ENSG00000227278,chr1,40514461,40515057
ENSG00000238186,chr1,40515754,40517174
ZNF684,chr1,40531573,40548167
ENSG00000286838,chr1,40559666,40584335
ENSG00000236505,chr1,40563534,40563659
GTF2F2P2,chr1,40593633,40594353
RIMS3,chr1,40620680,40665682
ENSG00000287743,chr1,40659848,40667480
ENSG00000237899,chr1,40669089,40687588
NFYC-AS1,chr1,40690380,40692066
NFYC,chr1,40691648,40771603
MIR30E,chr1,40754355,40754446
MIR30C1,chr1,40757284,40757372
KCNQ4,chr1,40783787,40840452
RN7SL326P,chr1,40804846,40805141
CITED4,chr1,40861054,40862363
ENSG00000229528,chr1,40863914,40876670
ENSG00000228940,chr1,40938104,40939763
ENSG00000286668,chr1,40939294,40945524
UBE2V1P8,chr1,40942251,40942515
CTPS1,chr1,40979688,41012565
SLFNL1-AS1,chr1,41014590,41043890
SLFNL1,chr1,41015589,41023237
SCMH1,chr1,41027200,41242154
RPL23AP17,chr1,41098638,41099136
ENSG00000287400,chr1,41241772,41338644
ENSG00000235358,chr1,41242373,41284861
ENSG00000213987,chr1,41264550,41264862
ENSG00000286640,chr1,41302911,41306148
FOXO6,chr1,41361922,41383590
FOXO6-AS1,chr1,41375004,41375669
RNA5SP45,chr1,41466937,41467028
EDN2,chr1,41478775,41484683
HIVEP3,chr1,41506365,42035925
ENSG00000230881,chr1,41535443,41535868
ENSG00000230638,chr1,41542069,41544310
ENSG00000284895,chr1,41585306,41628816
ENSG00000287587,chr1,42036143,42051784
HNRNPFP1,chr1,42040597,42041729
ENSG00000228776,chr1,42140635,42141391
GUCA2B,chr1,42153410,42155820
GUCA2A,chr1,42162690,42164745
FOXJ3,chr1,42176539,42335877
ENSG00000227527,chr1,42335386,42338376
RIMKLA,chr1,42380792,42424232
ENSG00000235002,chr1,42412398,42412794
ZMYND12,chr1,42430329,42456253
PPCS,chr1,42456117,42473385
CCDC30,chr1,42463221,42657190
RPS3AP11,chr1,42491739,42492493
TMSB4XP1,chr1,42500205,42500339
RNU6-536P,chr1,42569033,42569139
ENSG00000236180,chr1,42570970,42571390
PPIH,chr1,42658335,42676758
ENSG00000285728,chr1,42658687,42682160
ENSG00000234917,chr1,42678735,42681659
YBX1,chr1,42682418,42703805
CLDN19,chr1,42733093,42740254
P3H1,chr1,42746335,42767084
C1orf50,chr1,42767245,42779491
ENSG00000283580,chr1,42767292,42794493
ENSG00000228452,chr1,42775813,42776790
TMEM269,chr1,42784991,42816619
SVBP,chr1,42807052,42817397
ERMAP,chr1,42817122,42844991
